Customer Id,Order date,Order Id,Product Id,Segment,Ship date,Ship mode,Discount,Postal code,Profit,Quantity,Row Id,Sales
748,2024-12-06,46,473,Corporate,2024-09-11,Standard Class,0.04,58881,-194.44,3,46,2803.07
147,2025-01-03,47,248,Home Office,2024-01-28,Same Day,0.46,10151,1613.62,1,47,4909.26
357,2023-05-23,48,545,Home Office,2023-03-12,Second Class,0.49,76197,1361.68,5,48,2446.95
41,2024-05-19,49,1719,Corporate,2023-09-29,Same Day,0.48,29231,-81.14,8,49,2433.18
223,2023-04-29,50,1854,Consumer,2024-01-23,Second Class,0.11,21649,0.86,9,50,3322.7
164,2023-09-21,51,733,Home Office,2023-12-13,First Class,0.09,01197,1388.7,6,51,2013.1
188,2024-11-06,52,697,Home Office,2025-01-07,Second Class,0.26,33254,1377.22,1,52,3838.16
487,2024-05-07,53,1073,Home Office,2025-04-29,Same Day,0.29,61348,-340.59,1,53,3522.17
17,2022-10-24,54,537,Consumer,2023-08-22,First Class,0.16,50172,1160.53,1,54,3146.71
453,2024-12-24,55,701,Corporate,2025-05-09,First Class,0.06,13526,1558.63,1,55,1153.44
377,2024-07-17,56,1835,Corporate,2024-06-30,Standard Class,0.35,64334,-444.43,5,56,677.81
66,2025-05-18,57,148,Corporate,2023-01-12,First Class,0.21,63262,927.03,7,57,3380.71
100,2025-01-18,58,209,Consumer,2024-07-23,Standard Class,0.26,04718,747.31,7,58,4629.72
457,2025-04-01,59,865,Home Office,2024-10-03,Same Day,0.38,37230,-422.63,8,59,3624.02
609,2023-01-15,60,884,Consumer,2023-05-30,First Class,0.23,66346,424.82,4,60,3524.89
436,2025-02-23,61,199,Corporate,2025-03-15,Second Class,0.47,05100,1164.85,5,61,1733.24
628,2023-02-04,62,1801,Consumer,2022-09-21,Same Day,0.27,76174,1427.98,4,62,1743.71
456,2022-09-13,63,155,Consumer,2022-09-01,Second Class,0.01,24966,60.38,2,63,1416.85
416,2024-06-13,64,799,Home Office,2023-03-05,Second Class,0.43,18577,638.16,2,64,651.52
257,2024-04-10,65,1396,Consumer,2024-10-07,Second Class,0.02,93515,1247.97,5,65,2032.32
402,2023-11-05,66,1331,Consumer,2024-01-13,First Class,0.32,78246,672.13,5,66,2330.1
633,2024-06-03,67,1123,Corporate,2025-02-27,First Class,0.07,24967,1998.07,2,67,249.82
458,2024-05-15,68,108,Corporate,2023-06-28,Second Class,0.43,80319,1865.28,6,68,176.72
632,2023-06-04,69,1390,Home Office,2023-01-30,Standard Class,0.48,74510,-22.64,3,69,4404.24
646,2024-01-16,70,741,Corporate,2024-09-13,Standard Class,0.12,28843,-336.01,7,70,818.98
235,2023-12-10,71,1734,Consumer,2024-04-28,Same Day,0.24,21247,-398.5,4,71,4547.85
778,2023-06-22,72,1771,Corporate,2025-04-05,Standard Class,0.08,55244,915.27,5,72,3934.69
702,2025-08-11,73,632,Home Office,2024-12-04,Standard Class,0.04,15336,855.5,5,73,3220.46
202,2024-06-02,74,1810,Consumer,2025-05-09,First Class,0.19,16617,1799.44,1,74,1036.82
576,2023-09-13,75,936,Home Office,2024-10-06,Standard Class,0.2,05905,1862.75,3,75,1279.62
202,2025-01-01,76,933,Consumer,2023-07-01,First Class,0.4,86080,-9.36,5,76,4198.68
343,2022-09-10,77,1489,Corporate,2023-06-14,Second Class,0.32,48993,1403.3,4,77,2006.37
639,2023-03-16,78,1565,Home Office,2024-09-06,Same Day,0.13,65129,821.87,6,78,3703.99
586,2024-01-13,79,1126,Consumer,2025-06-24,Standard Class,0.3,65508,642.6,9,79,4295.93
298,2023-01-10,80,531,Consumer,2025-06-01,Second Class,0.12,20108,319.7,7,80,2791.04
776,2022-09-22,81,1185,Corporate,2025-05-23,Standard Class,0.32,01376,-320.28,5,81,4839.42
89,2025-01-13,82,1343,Consumer,2023-09-20,Standard Class,0.4,29803,-383.44,9,82,78.38
422,2025-07-18,83,1061,Corporate,2025-07-04,Second Class,0.43,78569,1307.06,6,83,2668.25
122,2024-10-24,84,1064,Home Office,2022-09-04,Second Class,0.1,71679,864.23,5,84,1518.5
539,2024-10-21,85,1482,Corporate,2023-08-11,Second Class,0.42,64637,1311.1,8,85,1060.21
669,2023-09-19,86,925,Corporate,2025-05-09,Second Class,0.05,78611,84.4,2,86,3743.99
647,2024-03-24,87,1395,Home Office,2025-04-26,Same Day,0.49,54269,777.09,5,87,2607.37
447,2023-10-29,88,1829,Home Office,2023-12-17,Standard Class,0.42,86801,-262.71,2,88,185.37
506,2024-05-28,89,921,Consumer,2025-03-13,Same Day,0.16,18609,-69.34,2,89,1142.76
309,2023-08-29,90,319,Consumer,2025-04-03,Second Class,0.43,22484,1447.5,9,90,2856.48
125,2024-01-28,91,881,Corporate,2022-12-17,Standard Class,0.12,15483,788.49,1,91,1832.06
573,2024-10-18,92,825,Consumer,2024-11-23,Second Class,0.5,60175,-315.82,9,92,3909.86
279,2023-12-10,93,1618,Consumer,2024-07-21,Second Class,0.45,92953,308.94,4,93,3739.71
124,2024-06-03,94,58,Consumer,2024-06-13,First Class,0.32,81765,-369.22,2,94,3805.07
493,2024-04-20,95,148,Consumer,2022-09-15,Second Class,0.36,39310,1122.51,9,95,2676.48
641,2025-07-25,96,924,Corporate,2023-11-23,Same Day,0.37,78316,1226.41,7,96,3962.92
68,2025-02-22,97,1774,Corporate,2025-05-07,Standard Class,0.25,97967,1107.99,3,97,4074.29
675,2023-08-06,98,1188,Home Office,2025-08-01,Same Day,0.01,97111,-190.05,4,98,4787.62
784,2024-08-19,99,1329,Corporate,2024-11-10,Same Day,0.02,12960,1726.76,3,99,2416.31
264,2023-08-18,100,1254,Consumer,2023-04-22,Second Class,0.43,30064,408.18,3,100,3619.6
425,2023-03-19,101,1493,Corporate,2024-04-02,First Class,0.22,16889,1540.52,7,101,873.46
771,2023-03-04,102,1438,Home Office,2024-12-10,Standard Class,0.41,22424,7.89,4,102,4146.84
452,2024-02-10,103,213,Home Office,2024-07-09,First Class,0.35,31362,1109.49,5,103,4552.15
359,2023-08-12,104,1661,Corporate,2025-03-16,Second Class,0.06,58749,1876.73,7,104,973.08
431,2024-06-01,105,1052,Consumer,2024-10-17,First Class,0.47,88528,515.69,6,105,4617.69
532,2023-09-20,106,935,Corporate,2022-11-26,Same Day,0.04,33290,1037.65,9,106,94.35
417,2022-12-04,107,1880,Consumer,2024-07-21,Same Day,0.3,92456,1657.8,7,107,3901.36
452,2024-10-24,108,849,Consumer,2025-04-26,First Class,0.07,15022,109.47,5,108,1769.18
2,2024-02-20,109,1101,Home Office,2025-05-26,Standard Class,0.47,44557,111.07,7,109,4750.69
86,2024-06-25,110,1770,Home Office,2024-01-16,First Class,0.23,47400,1794.62,1,110,3472.74
531,2024-07-28,111,1248,Consumer,2024-09-23,Second Class,0.48,49851,1341.9,7,111,2039.62
142,2023-04-14,112,959,Consumer,2022-11-17,Second Class,0.2,23438,122.66,4,112,4961.11
386,2022-11-11,113,98,Home Office,2025-01-17,Same Day,0.28,21255,116.26,3,113,4070.5
46,2025-01-31,114,1487,Consumer,2025-03-15,Same Day,0.36,75090,1778.88,3,114,1515.23
126,2024-08-06,115,266,Consumer,2024-06-14,Standard Class,0.42,06620,422.33,6,115,4441.46
205,2025-07-07,116,848,Corporate,2024-07-06,First Class,0.45,06746,1903.8,4,116,1020.03
442,2023-06-25,117,334,Corporate,2025-05-07,Standard Class,0.29,35607,1562.96,6,117,4455.16
649,2024-02-02,118,1532,Home Office,2024-07-12,Same Day,0.49,59626,961.48,6,118,2619.12
753,2024-09-14,119,501,Consumer,2023-01-12,Same Day,0.08,95631,1352.09,1,119,540.62
191,2023-10-25,120,952,Corporate,2023-05-09,Second Class,0.08,66229,49.24,3,120,3801.49
728,2024-09-11,121,1260,Consumer,2025-07-11,First Class,0.31,85511,1857.8,4,121,1310.96
356,2024-08-30,122,1772,Consumer,2023-10-19,Same Day,0.23,61333,824.4,8,122,2833.89
304,2024-12-04,123,389,Consumer,2024-05-15,First Class,0.11,07174,1443.8,8,123,164.61
689,2025-04-08,124,896,Home Office,2024-01-14,Second Class,0.37,07626,1639.0,2,124,4904.8
613,2022-10-26,125,669,Corporate,2023-06-14,Same Day,0.43,70804,-150.38,7,125,1887.85
67,2024-03-16,126,1714,Consumer,2023-12-26,Standard Class,0.03,41039,1602.52,3,126,1688.61
273,2025-03-19,127,1174,Corporate,2023-01-27,Second Class,0.4,13225,-438.6,7,127,394.04
737,2023-07-26,128,481,Home Office,2024-11-01,Standard Class,0.08,11172,1877.88,8,128,2024.7
29,2023-12-12,129,95,Corporate,2024-10-10,Second Class,0.03,34253,140.59,9,129,464.68
89,2023-04-03,130,107,Home Office,2023-06-29,Same Day,0.09,33949,1088.38,3,130,3722.3
480,2024-10-27,131,328,Home Office,2024-02-11,Standard Class,0.25,22619,1879.58,6,131,2648.94
253,2025-03-02,132,1417,Consumer,2023-09-23,First Class,0.42,29706,1818.05,9,132,1853.86
544,2022-09-17,133,1371,Corporate,2023-02-14,Second Class,0.48,01483,336.44,1,133,1136.41
761,2025-01-30,134,522,Home Office,2024-05-17,Standard Class,0.21,33273,876.5,3,134,4149.39
497,2024-04-05,135,1827,Consumer,2023-02-03,Second Class,0.24,11572,1651.82,5,135,2682.88
293,2025-03-15,136,91,Home Office,2023-10-20,First Class,0.36,89983,1404.37,2,136,3253.38
399,2023-12-09,137,9,Corporate,2022-11-25,Standard Class,0.45,90222,190.08,5,137,386.85
536,2022-10-10,138,111,Corporate,2022-12-28,First Class,0.23,89851,944.56,9,138,1854.51
598,2024-06-11,139,167,Home Office,2024-06-23,Second Class,0.12,03303,756.81,3,139,1244.92
485,2024-01-01,140,1715,Consumer,2022-11-17,Same Day,0.09,47400,1617.7,9,140,2315.67
85,2024-04-30,141,1800,Corporate,2022-10-03,First Class,0.43,41039,1958.1,5,141,4991.49
406,2025-03-19,142,1036,Consumer,2022-11-09,Standard Class,0.12,33925,1644.48,6,142,2240.69
295,2023-07-22,143,150,Corporate,2024-12-19,Same Day,0.24,53563,-414.7,8,143,4019.65
80,2023-09-06,144,1208,Consumer,2023-09-22,First Class,0.47,39656,-181.94,5,144,4322.24
520,2022-11-14,145,1116,Consumer,2023-09-19,Same Day,0.35,74291,703.26,4,145,2804.2
650,2025-06-18,146,822,Corporate,2022-08-23,First Class,0.39,53849,-447.69,1,146,1874.83
341,2024-08-16,147,1066,Corporate,2024-08-14,Standard Class,0.16,35607,99.49,1,147,3041.23
64,2023-06-01,148,1651,Corporate,2024-09-29,Second Class,0.28,81459,1136.83,9,148,3447.03
412,2024-11-26,149,1115,Consumer,2025-08-16,Same Day,0.23,40721,-17.09,6,149,1344.25
115,2023-10-04,150,343,Home Office,2022-09-04,Standard Class,0.13,31142,1676.43,3,150,4015.91
86,2024-03-22,151,1025,Consumer,2023-10-11,Second Class,0.34,29029,-331.52,3,151,4870.26
164,2023-02-22,152,1661,Home Office,2025-05-28,Second Class,0.27,17037,468.66,7,152,3107.36
4,2023-05-08,153,134,Corporate,2024-10-05,Standard Class,0.29,84790,756.55,5,153,186.34
481,2023-03-12,154,1401,Home Office,2023-06-11,Standard Class,0.02,88930,1967.24,4,154,584.56
649,2024-02-21,155,1348,Corporate,2024-08-01,Standard Class,0.31,87176,-269.59,6,155,4665.79
81,2023-11-22,156,1785,Corporate,2024-02-20,First Class,0.21,86716,1247.78,6,156,3225.73
504,2023-10-01,157,1682,Corporate,2025-01-10,Second Class,0.17,33438,-247.75,4,157,2379.78
447,2024-11-01,158,169,Corporate,2024-06-27,Same Day,0.11,19236,-21.84,2,158,4660.42
420,2023-10-18,159,1470,Consumer,2025-07-21,Second Class,0.2,38792,1029.4,8,159,1043.79
662,2024-09-07,160,1302,Home Office,2025-06-02,First Class,0.2,08835,739.45,8,160,3482.82
140,2024-12-06,161,1341,Corporate,2025-06-27,First Class,0.46,37068,1198.6,4,161,1695.04
457,2024-07-20,162,1762,Home Office,2025-01-26,Standard Class,0.1,46237,1462.86,3,162,4531.53
434,2024-11-03,163,1875,Consumer,2024-09-10,First Class,0.44,72531,1878.12,2,163,3961.44
223,2023-09-22,164,1855,Corporate,2025-02-18,Same Day,0.28,03776,371.87,2,164,1195.31
452,2025-07-26,165,833,Home Office,2023-11-28,Standard Class,0.48,86716,-376.44,2,165,2020.78
13,2023-03-31,166,927,Corporate,2024-08-23,Second Class,0.45,20513,886.52,9,166,4597.77
773,2025-07-21,167,309,Home Office,2023-01-26,Second Class,0.08,19606,1986.95,1,167,3089.15
172,2023-04-16,168,222,Corporate,2023-05-07,Standard Class,0.29,98576,1202.42,2,168,1740.51
563,2023-08-20,169,206,Home Office,2025-01-20,Same Day,0.48,87013,1578.99,3,169,546.8
535,2024-09-17,170,1342,Corporate,2024-05-07,Same Day,0.14,25304,1934.95,7,170,353.67
789,2022-12-17,171,1338,Corporate,2022-11-03,Second Class,0.28,81454,341.3,6,171,2825.46
3,2023-08-18,172,1105,Consumer,2024-02-18,Same Day,0.16,56460,1334.16,9,172,1225.63
143,2024-01-12,173,737,Consumer,2022-10-27,First Class,0.48,68155,1661.3,1,173,3499.28
645,2023-12-22,174,520,Consumer,2023-11-11,First Class,0.45,61084,1328.16,8,174,4192.41
276,2023-01-30,175,1541,Corporate,2023-05-01,Second Class,0.21,08840,185.96,8,175,2178.37
416,2024-12-30,176,1443,Corporate,2025-02-05,Same Day,0.21,40497,1812.67,3,176,1548.94
422,2023-12-02,177,1719,Corporate,2024-01-09,Second Class,0.01,50493,-470.83,3,177,960.3
10,2025-08-02,178,287,Consumer,2025-02-19,Second Class,0.27,99074,1132.35,4,178,213.29
135,2023-01-17,179,1502,Consumer,2024-09-12,Same Day,0.39,02875,1019.35,3,179,1138.15
724,2023-01-09,180,16,Home Office,2022-09-19,Second Class,0.39,10151,-476.39,7,180,402.37
628,2024-08-17,181,1200,Home Office,2023-09-01,Same Day,0.04,45746,1199.84,6,181,479.51
114,2023-06-13,182,1318,Home Office,2024-07-09,Second Class,0.23,04877,843.75,6,182,3305.71
216,2022-09-12,183,512,Consumer,2025-04-07,Same Day,0.36,26661,1894.51,2,183,3445.53
599,2024-08-25,184,597,Consumer,2022-11-28,Same Day,0.36,80936,1677.34,7,184,2012.6
593,2025-07-16,185,1353,Consumer,2022-12-29,Standard Class,0.01,04357,141.34,3,185,1847.6
737,2023-02-02,186,335,Consumer,2024-02-08,First Class,0.0,33290,453.33,3,186,4928.37
470,2023-04-02,187,1060,Home Office,2022-10-07,Standard Class,0.18,78659,371.39,1,187,1813.48
65,2024-11-17,188,758,Corporate,2022-12-09,First Class,0.33,03776,522.67,1,188,3565.26
504,2024-09-27,189,1713,Corporate,2025-03-18,Standard Class,0.39,48993,-339.71,2,189,3624.54
643,2023-10-27,190,335,Home Office,2024-11-29,Standard Class,0.36,13328,-80.53,9,190,1889.22
734,2023-12-23,191,556,Corporate,2024-01-15,Same Day,0.17,51671,881.31,1,191,455.82
647,2023-05-18,192,668,Consumer,2025-01-18,First Class,0.44,90190,384.04,4,192,884.51
681,2022-12-04,193,581,Consumer,2025-02-24,First Class,0.42,21247,1525.72,9,193,2158.55
706,2023-07-21,194,1102,Home Office,2024-05-01,Standard Class,0.31,54150,307.61,1,194,2028.74
194,2025-04-25,195,1734,Corporate,2023-07-28,Same Day,0.09,78597,160.14,7,195,1052.56
484,2024-03-29,196,1228,Home Office,2024-08-03,Second Class,0.45,55747,151.64,1,196,3255.28
468,2024-11-11,197,1878,Consumer,2025-06-17,Same Day,0.34,01483,1331.35,4,197,959.93
264,2024-04-08,198,1268,Consumer,2024-11-19,First Class,0.0,97431,513.27,3,198,2895.15
105,2025-07-23,199,1622,Home Office,2025-01-29,Same Day,0.24,51671,218.22,5,199,277.87
552,2023-11-22,200,77,Home Office,2023-08-10,Same Day,0.24,28607,-31.24,9,200,3264.78
435,2023-04-06,201,1422,Home Office,2024-01-15,Second Class,0.31,08867,1832.29,9,201,3208.13
416,2023-11-24,202,1211,Consumer,2023-11-26,Same Day,0.1,54218,1794.14,4,202,886.56
338,2024-09-24,203,1464,Consumer,2025-04-13,First Class,0.47,17627,1038.63,3,203,4411.55
102,2023-01-31,204,675,Corporate,2025-01-18,First Class,0.14,73769,1939.84,2,204,2012.74
580,2025-01-01,205,1748,Corporate,2024-06-09,Second Class,0.06,19132,1006.28,3,205,4443.2
6,2024-09-17,206,1169,Consumer,2023-07-25,Same Day,0.14,18609,1831.97,9,206,3139.55
371,2023-08-22,207,1847,Corporate,2023-08-08,Second Class,0.26,63922,238.03,1,207,3896.91
89,2024-09-20,208,1412,Consumer,2025-01-02,Same Day,0.39,73975,-166.76,7,208,1885.11
208,2023-12-03,209,918,Consumer,2023-12-27,Standard Class,0.33,33925,1257.22,3,209,2207.87
437,2024-01-24,210,1726,Corporate,2023-07-21,Second Class,0.23,80570,814.75,2,210,4744.38
417,2023-11-29,211,187,Consumer,2023-05-17,Same Day,0.22,47026,1409.28,7,211,4190.06
363,2023-03-06,212,505,Home Office,2023-07-14,Standard Class,0.18,57246,1196.61,1,212,3898.44
85,2023-12-19,213,803,Corporate,2025-07-26,Same Day,0.28,25129,1406.85,1,213,1706.9
360,2025-01-31,214,1639,Home Office,2024-09-23,Standard Class,0.07,19236,875.95,9,214,950.3
385,2023-11-16,215,1065,Consumer,2024-06-09,Standard Class,0.2,05905,1724.04,9,215,3835.84
568,2022-09-22,216,347,Consumer,2023-05-06,Same Day,0.46,89851,289.63,6,216,1003.55
521,2024-02-01,217,897,Consumer,2025-02-12,First Class,0.22,07142,1776.77,8,217,605.71
145,2025-02-07,218,1091,Corporate,2024-10-22,Standard Class,0.24,57650,-387.62,6,218,1647.79
60,2022-11-22,219,921,Home Office,2024-02-28,Same Day,0.05,91067,1591.0,2,219,2771.75
460,2024-02-21,220,1584,Home Office,2023-02-27,Same Day,0.12,04839,39.12,1,220,3837.09
72,2022-08-26,221,1634,Consumer,2022-12-23,Same Day,0.45,10500,1509.96,2,221,3727.34
172,2025-05-20,222,544,Consumer,2025-08-11,Second Class,0.47,42784,-74.28,8,222,3683.96
182,2024-04-19,223,114,Corporate,2023-04-15,First Class,0.03,55463,1365.66,4,223,286.22
346,2024-05-08,224,188,Home Office,2025-02-20,Same Day,0.03,76523,732.41,8,224,1185.37
756,2024-04-05,225,685,Consumer,2025-08-12,Second Class,0.37,16456,521.56,4,225,4208.74
482,2024-11-24,226,1225,Corporate,2024-07-05,Standard Class,0.1,55463,-131.72,8,226,4397.96
161,2025-01-07,227,1335,Corporate,2023-08-27,Second Class,0.06,30527,582.79,8,227,4559.15
704,2023-05-03,228,769,Consumer,2025-08-13,Second Class,0.27,98921,866.01,7,228,4237.09
407,2024-05-26,229,1786,Home Office,2022-11-09,First Class,0.3,34852,-431.2,5,229,3481.36
220,2025-08-13,230,695,Corporate,2025-01-22,Same Day,0.07,49851,1297.55,8,230,2460.37
112,2024-05-10,231,1890,Home Office,2025-03-23,Standard Class,0.34,92168,1599.65,2,231,4647.56
318,2025-04-25,232,1084,Corporate,2022-11-17,Standard Class,0.35,35968,1261.93,2,232,739.47
594,2024-09-26,233,1591,Consumer,2024-02-10,Second Class,0.17,65768,33.17,3,233,3518.17
487,2023-03-30,234,1146,Consumer,2024-09-25,Second Class,0.11,18417,-373.37,7,234,1624.59
246,2024-12-15,235,984,Home Office,2025-01-17,Same Day,0.26,02519,53.61,6,235,2861.04
391,2022-11-22,236,792,Home Office,2022-11-06,Second Class,0.2,56842,293.58,5,236,3778.57
757,2023-05-23,237,964,Corporate,2025-06-08,Second Class,0.47,61084,1382.75,1,237,3987.06
137,2023-06-15,238,362,Corporate,2025-03-01,First Class,0.02,22481,267.95,1,238,4730.47
470,2024-10-23,239,777,Home Office,2022-09-17,Standard Class,0.45,34250,508.66,2,239,3542.85
382,2025-05-27,240,508,Home Office,2023-09-19,Same Day,0.41,96165,779.72,8,240,3987.57
283,2024-05-02,241,100,Consumer,2024-06-29,Standard Class,0.03,34082,1287.8,7,241,1600.2
734,2024-04-28,242,494,Home Office,2023-10-20,Second Class,0.33,95631,287.84,1,242,1697.47
293,2023-01-05,243,13,Corporate,2025-01-27,Same Day,0.23,05905,1113.13,4,243,3404.07
384,2024-02-21,244,1162,Consumer,2024-03-15,Second Class,0.25,04642,1050.16,3,244,3163.37
436,2023-04-03,245,899,Home Office,2024-09-09,First Class,0.13,50493,1617.1,3,245,241.21
49,2023-04-01,246,1887,Home Office,2022-12-23,First Class,0.02,62413,516.82,9,246,3967.21
21,2023-06-21,247,460,Corporate,2024-11-29,Same Day,0.16,11172,1462.01,3,247,4484.84
58,2024-01-27,248,1217,Consumer,2023-10-21,Standard Class,0.24,55639,1321.63,8,248,4763.73
416,2025-06-07,249,1523,Home Office,2025-06-06,Standard Class,0.47,87176,-383.35,4,249,3419.89
429,2024-06-22,250,1566,Corporate,2024-04-22,First Class,0.25,21247,229.41,2,250,550.61
3,2023-02-26,251,1004,Home Office,2022-10-20,Standard Class,0.02,85458,1427.12,5,251,1318.67
590,2025-03-21,252,1036,Consumer,2024-12-27,Same Day,0.37,92168,794.32,3,252,2434.36
445,2022-08-25,253,1073,Home Office,2023-10-06,Same Day,0.05,20921,-68.9,9,253,1708.59
224,2022-10-26,254,1709,Home Office,2025-01-30,Same Day,0.46,54664,-301.76,3,254,4338.27
29,2024-10-03,255,1888,Home Office,2023-03-26,Same Day,0.37,59720,-286.67,3,255,1622.81
598,2024-03-01,256,1176,Home Office,2022-09-28,Standard Class,0.46,56842,954.22,4,256,4790.05
447,2023-01-29,257,1681,Consumer,2022-11-24,Second Class,0.07,72415,690.61,3,257,3615.68
311,2024-07-18,258,1088,Consumer,2024-08-30,Same Day,0.29,11768,1903.99,9,258,4300.73
136,2024-01-11,259,793,Consumer,2024-08-08,First Class,0.49,59720,1275.65,7,259,1876.71
279,2024-06-13,260,91,Consumer,2024-09-20,Same Day,0.04,73085,1938.82,4,260,1721.96
705,2024-03-03,261,935,Consumer,2023-02-04,First Class,0.48,05296,-452.27,7,261,1869.06
16,2023-12-29,262,1821,Consumer,2022-12-25,Same Day,0.02,91269,410.7,9,262,181.5
273,2025-06-13,263,292,Home Office,2023-10-14,Second Class,0.13,99934,-7.64,7,263,583.83
502,2025-03-23,264,1738,Corporate,2025-03-20,First Class,0.32,68309,111.1,3,264,3652.15
48,2024-09-02,265,1201,Corporate,2025-03-10,First Class,0.12,74564,803.12,1,265,3439.76
670,2024-04-11,266,1416,Corporate,2024-09-16,Standard Class,0.18,26133,-218.84,3,266,172.72
421,2022-12-09,267,1885,Home Office,2024-05-21,Second Class,0.14,94019,-17.52,6,267,2459.12
207,2022-09-02,268,82,Consumer,2025-04-14,First Class,0.35,89430,33.51,6,268,604.09
181,2025-07-18,269,932,Consumer,2024-01-24,Second Class,0.21,59680,661.51,7,269,307.85
367,2023-03-29,270,599,Corporate,2024-05-22,Standard Class,0.0,52760,0.98,3,270,4382.71
19,2023-01-20,271,1893,Home Office,2023-05-04,Same Day,0.39,15022,1077.64,5,271,928.2
345,2025-02-09,272,253,Consumer,2025-03-31,Standard Class,0.47,05079,-329.08,5,272,3552.34
